fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY24-25,2024-08,Aug-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18723,-394,-2.1
FY24-25,2024-09,Sep-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,20549,1432,7.5
FY24-25,2024-10,Oct-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18818,-299,-1.6
FY24-25,2024-11,Nov-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18993,-124,-0.6
FY24-25,2024-12,Dec-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18430,-687,-3.6
FY24-25,2025-01,Jan-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18030,-1087,-5.7
FY24-25,2025-02,Feb-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18790,-327,-1.7
FY24-25,2025-03,Mar-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,18987,-130,-0.7
FY25-26,2025-04,Apr-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20219,-45,-0.2
FY25-26,2025-05,May-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20505,241,1.2
FY25-26,2025-06,Jun-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20612,348,1.7
FY25-26,2025-07,Jul-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,19975,-289,-1.4
FY25-26,2025-08,Aug-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20330,66,0.3
FY25-26,2025-09,Sep-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20120,-144,-0.7
FY25-26,2025-10,Oct-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20062,-202,-1.0
FY25-26,2025-11,Nov-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20969,705,3.5
FY25-26,2025-12,Dec-2025,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,19104,-1160,-5.7
FY25-26,2026-01,Jan-2026,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20431,167,0.8
FY25-26,2026-02,Feb-2026,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20746,482,2.4
FY25-26,2026-03,Mar-2026,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,20264,20308,44,0.2
FY24-25,2024-04,Apr-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18456,-44,-0.2
FY24-25,2024-05,May-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18382,-118,-0.6
FY24-25,2024-06,Jun-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18599,99,0.5
FY24-25,2024-07,Jul-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18136,-364,-2.0
FY24-25,2024-08,Aug-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18380,-120,-0.6
FY24-25,2024-09,Sep-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,19088,588,3.2
FY24-25,2024-10,Oct-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,17933,-567,-3.1
FY24-25,2024-11,Nov-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,19046,546,3.0
FY24-25,2024-12,Dec-2024,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,18484,-16,-0.1
FY24-25,2025-01,Jan-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,19664,1164,6.3
FY24-25,2025-02,Feb-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,17736,-764,-4.1
FY24-25,2025-03,Mar-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,18500,19710,1210,6.5
FY25-26,2025-04,Apr-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19133,-477,-2.4
FY25-26,2025-05,May-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19586,-24,-0.1
FY25-26,2025-06,Jun-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,20170,560,2.9
FY25-26,2025-07,Jul-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19889,279,1.4
FY25-26,2025-08,Aug-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19052,-558,-2.8
FY25-26,2025-09,Sep-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19388,-222,-1.1
FY25-26,2025-10,Oct-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19484,-126,-0.6
FY25-26,2025-11,Nov-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19859,249,1.3
FY25-26,2025-12,Dec-2025,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,20719,1109,5.7
FY25-26,2026-01,Jan-2026,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19367,-243,-1.2
FY25-26,2026-02,Feb-2026,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19136,-474,-2.4
FY25-26,2026-03,Mar-2026,Product Licensing,6201,Travelling - Overseas,Expense,Expenses,Other expenses,19610,19622,12,0.1
FY24-25,2024-04,Apr-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9473,-264,-2.7
FY24-25,2024-05,May-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9459,-278,-2.9
FY24-25,2024-06,Jun-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,10140,403,4.1
FY24-25,2024-07,Jul-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9773,36,0.4
FY24-25,2024-08,Aug-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9517,-220,-2.3
FY24-25,2024-09,Sep-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9401,-336,-3.5
FY24-25,2024-10,Oct-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9938,201,2.1
FY24-25,2024-11,Nov-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9968,231,2.4
FY24-25,2024-12,Dec-2024,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9799,62,0.6
FY24-25,2025-01,Jan-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9626,-111,-1.1
FY24-25,2025-02,Feb-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,9791,54,0.6
FY24-25,2025-03,Mar-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,9737,10187,450,4.6
FY25-26,2025-04,Apr-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10296,-26,-0.3
FY25-26,2025-05,May-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10110,-212,-2.1
FY25-26,2025-06,Jun-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10529,207,2.0
FY25-26,2025-07,Jul-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10125,-197,-1.9
FY25-26,2025-08,Aug-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10718,396,3.8
FY25-26,2025-09,Sep-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10202,-120,-1.2
FY25-26,2025-10,Oct-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10580,258,2.5
FY25-26,2025-11,Nov-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10553,231,2.2
FY25-26,2025-12,Dec-2025,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10000,-322,-3.1
FY25-26,2026-01,Jan-2026,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,9794,-528,-5.1
FY25-26,2026-02,Feb-2026,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10351,29,0.3
FY25-26,2026-03,Mar-2026,Product Licensing,6202,Conveyance,Expense,Expenses,Other expenses,10322,10455,133,1.3
FY24-25,2024-04,Apr-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21506,-414,-1.9
FY24-25,2024-05,May-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21561,-359,-1.6
FY24-25,2024-06,Jun-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21686,-234,-1.1
FY24-25,2024-07,Jul-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,20984,-936,-4.3
FY24-25,2024-08,Aug-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21351,-569,-2.6
FY24-25,2024-09,Sep-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21475,-445,-2.0
FY24-25,2024-10,Oct-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21170,-750,-3.4
FY24-25,2024-11,Nov-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,22353,433,2.0
FY24-25,2024-12,Dec-2024,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21693,-227,-1.0
FY24-25,2025-01,Jan-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,23425,1505,6.9
FY24-25,2025-02,Feb-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21860,-60,-0.3
FY24-25,2025-03,Mar-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,21920,21204,-716,-3.3
FY25-26,2025-04,Apr-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22291,-944,-4.1
FY25-26,2025-05,May-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22557,-678,-2.9
FY25-26,2025-06,Jun-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22602,-633,-2.7
FY25-26,2025-07,Jul-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,23636,401,1.7
FY25-26,2025-08,Aug-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22459,-776,-3.3
FY25-26,2025-09,Sep-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22099,-1136,-4.9
FY25-26,2025-10,Oct-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,23145,-90,-0.4
FY25-26,2025-11,Nov-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22971,-264,-1.1
FY25-26,2025-12,Dec-2025,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,23769,534,2.3
FY25-26,2026-01,Jan-2026,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,21995,-1240,-5.3
FY25-26,2026-02,Feb-2026,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,22766,-469,-2.0
FY25-26,2026-03,Mar-2026,Product Licensing,6203,Vehicle Running & Fuel,Expense,Expenses,Other expenses,23235,23387,152,0.7
FY24-25,2024-04,Apr-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14627,76,0.5
FY24-25,2024-05,May-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14778,227,1.6
FY24-25,2024-06,Jun-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14517,-34,-0.2
FY24-25,2024-07,Jul-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14500,-51,-0.4
FY24-25,2024-08,Aug-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,15357,806,5.5
FY24-25,2024-09,Sep-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,13905,-646,-4.4
FY24-25,2024-10,Oct-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14054,-497,-3.4
FY24-25,2024-11,Nov-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14868,317,2.2
FY24-25,2024-12,Dec-2024,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,13979,-572,-3.9
FY24-25,2025-01,Jan-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14654,103,0.7
FY24-25,2025-02,Feb-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14442,-109,-0.7
FY24-25,2025-03,Mar-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,14551,14386,-165,-1.1
FY25-26,2025-04,Apr-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15235,-190,-1.2
FY25-26,2025-05,May-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15977,552,3.6
FY25-26,2025-06,Jun-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15756,331,2.1
FY25-26,2025-07,Jul-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15018,-407,-2.6
FY25-26,2025-08,Aug-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15446,21,0.1
FY25-26,2025-09,Sep-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15028,-397,-2.6
FY25-26,2025-10,Oct-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15928,503,3.3
FY25-26,2025-11,Nov-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15407,-18,-0.1
FY25-26,2025-12,Dec-2025,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15802,377,2.4
FY25-26,2026-01,Jan-2026,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15263,-162,-1.1
FY25-26,2026-02,Feb-2026,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15113,-312,-2.0
FY25-26,2026-03,Mar-2026,Product Licensing,7000,Interest on Term Loan,Expense,Finance costs,Finance costs,15425,15258,-167,-1.1
FY24-25,2024-04,Apr-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23249,-519,-2.2
FY24-25,2024-05,May-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23405,-363,-1.5
FY24-25,2024-06,Jun-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,22952,-816,-3.4
FY24-25,2024-07,Jul-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,24112,344,1.4
FY24-25,2024-08,Aug-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23777,9,0.0
FY24-25,2024-09,Sep-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,24415,647,2.7
FY24-25,2024-10,Oct-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,24547,779,3.3
FY24-25,2024-11,Nov-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,22619,-1149,-4.8
FY24-25,2024-12,Dec-2024,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23819,51,0.2
FY24-25,2025-01,Jan-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23230,-538,-2.3
FY24-25,2025-02,Feb-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,24121,353,1.5
FY24-25,2025-03,Mar-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,23768,23151,-617,-2.6
FY25-26,2025-04,Apr-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,25942,748,3.0
FY25-26,2025-05,May-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,25002,-192,-0.8
FY25-26,2025-06,Jun-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,26060,866,3.4
FY25-26,2025-07,Jul-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,26166,972,3.9
FY25-26,2025-08,Aug-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,23956,-1238,-4.9
FY25-26,2025-09,Sep-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,24942,-252,-1.0
FY25-26,2025-10,Oct-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,24652,-542,-2.2
FY25-26,2025-11,Nov-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,24151,-1043,-4.1
FY25-26,2025-12,Dec-2025,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,25058,-136,-0.5
FY25-26,2026-01,Jan-2026,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,25124,-70,-0.3
FY25-26,2026-02,Feb-2026,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,26043,849,3.4
FY25-26,2026-03,Mar-2026,Product Licensing,7001,Interest on Working Capital,Expense,Finance costs,Finance costs,25194,25901,707,2.8
FY24-25,2024-04,Apr-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9523,-74,-0.8
FY24-25,2024-05,May-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9842,245,2.6
FY24-25,2024-06,Jun-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9241,-356,-3.7
FY24-25,2024-07,Jul-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9742,145,1.5
FY24-25,2024-08,Aug-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9146,-451,-4.7
FY24-25,2024-09,Sep-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,10013,416,4.3
FY24-25,2024-10,Oct-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9555,-42,-0.4
FY24-25,2024-11,Nov-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9714,117,1.2
FY24-25,2024-12,Dec-2024,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9662,65,0.7
FY24-25,2025-01,Jan-2025,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9348,-249,-2.6
FY24-25,2025-02,Feb-2025,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9454,-143,-1.5
FY24-25,2025-03,Mar-2025,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,9597,9473,-124,-1.3
FY25-26,2025-04,Apr-2025,Product Licensing,7002,Interest on Lease Liability,Expense,Finance costs,Finance costs,10173,9863,-310,-3.0
